anio,potencia_hp,cilindrada_cm3,peso_kg,puertas,airbags,tipo_combustible,largo_mm,ancho_mm,alto_mm,traccion,transmision_automatica,torque_nm,seguridad_esp_abs,consumo_litros_100km,emisiones_co2_g_km,cero_a_cien_seg,capacidad_baul_litros,rango_precio
2018,130,2236,1498,5,3,0,4184,1835,1378,0,1,243,0,5.34,124,12.66,224,1
2024,154,1679,1385,5,6,0,4456,1834,1481,0,1,156,1,4.55,109,11.94,330,2
2017,166,1733,1490,4,2,1,4614,1770,1444,0,0,100,1,4.69,96,12.01,311,1
2012,191,1804,1613,4,3,0,4262,1855,1295,1,0,175,1,6.25,128,11.83,212,3
2020,101,1973,1613,4,6,0,3992,1688,1243,0,0,229,1,5.85,115,12.52,373,1
2023,203,2629,1280,4,2,0,4450,1841,1394,1,1,263,1,5.2,109,11.54,384,3
2009,103,873,975,3,3,0,4479,1765,1414,2,0,183,1,3.5,75,11.29,368,2
2007,151,1822,1214,5,8,0,4240,1706,1427,1,0,194,1,5.03,113,11.14,499,1
2024,186,1442,1487,4,2,1,4261,1733,1550,0,0,109,1,3.5,75,11.82,228,3
2005,169,2383,850,2,4,0,4709,1873,1402,1,1,190,1,4.53,101,10.5,435,2
2022,102,1588,1297,4,3,0,4464,1737,1353,1,0,224,1,4.74,101,12.17,394,2
2007,112,2028,1528,5,6,1,4353,1753,1479,0,0,182,0,4.13,92,13.54,279,0
2007,122,1601,1275,4,8,0,4315,1729,1527,0,0,211,1,5.47,109,12.22,486,0
2010,138,2134,1136,4,7,0,4541,1718,1576,1,1,158,0,4.4,98,11.44,265,2
2011,186,2307,1854,5,7,0,4518,1856,1372,0,0,163,0,7.33,171,12.04,388,1
2011,88,1601,1762,5,4,1,4440,1955,1431,1,1,233,1,5.48,98,13.9,426,0
2005,159,1825,1351,4,6,1,4082,1886,1417,0,0,124,1,5.11,110,11.73,333,1
2022,164,1090,1746,3,5,0,4381,1821,1566,1,0,217,1,5.51,115,11.94,309,3
2021,162,1953,1740,4,3,0,4306,1840,1503,0,0,287,1,6.61,133,12.59,452,2
2018,159,2228,1133,4,3,1,4510,1753,1452,0,0,183,1,3.96,75,10.49,478,2
2023,201,1522,2085,5,5,0,4830,1741,1505,2,1,187,1,5.95,131,13.32,333,3
2023,160,2360,1181,4,4,0,4769,1688,1422,0,1,167,1,4.38,91,12.0,495,2
2024,174,800,1349,5,2,0,4679,1894,1434,1,0,139,1,3.73,79,12.07,407,3
2012,163,874,1141,5,7,1,4523,1754,1447,0,0,182,1,3.5,78,10.59,266,1
2017,212,1106,1434,5,4,0,4395,1724,1411,1,0,140,1,4.23,75,11.37,442,3
2020,64,1558,1086,4,8,0,4588,1730,1430,0,1,203,0,3.5,83,13.25,365,0
2018,191,1809,1413,4,5,0,4351,1796,1477,0,1,183,1,4.14,109,11.75,331,2
2020,130,1761,1685,4,3,1,4390,1737,1468,2,1,148,1,4.72,98,12.78,407,3
2018,129,1766,1467,4,2,0,4244,1782,1563,0,1,217,1,6.39,135,12.97,404,1
2012,101,2162,1348,5,7,0,4474,1794,1516,0,0,275,1,5.04,109,11.7,304,0
2016,65,1564,1800,5,6,0,4467,1886,1444,2,0,262,1,5.5,130,13.58,325,0
2008,125,1168,1190,4,9,1,5029,1682,1281,0,0,199,1,3.5,89,11.85,441,0
2024,113,1178,1656,5,5,1,4652,1804,1336,1,1,214,1,4.25,82,12.82,445,2
2022,160,2856,1338,4,5,0,4379,1726,1411,1,0,153,0,5.53,88,11.58,531,3
2017,81,800,1467,5,2,0,4716,1747,1420,1,0,200,1,3.5,79,13.13,375,0
2020,197,1712,1421,2,5,0,4352,1909,1349,2,1,254,1,4.29,93,11.86,388,3
2011,151,2529,1445,5,3,0,4785,1830,1420,2,0,260,1,5.48,118,11.85,310,3
2012,130,2042,1400,4,2,0,4717,1750,1458,0,1,295,1,5.45,117,11.8,560,1
2015,112,1385,1217,3,5,0,5200,1819,1400,0,1,125,1,3.53,75,11.52,413,0
2010,109,1801,1271,4,5,0,4173,1779,1438,1,0,308,0,4.46,100,11.66,412,0
2005,95,2232,1523,4,9,0,4468,1868,1441,0,1,237,0,5.36,110,12.74,494,0
2012,118,2404,1385,4,6,1,4456,1742,1395,1,1,307,1,4.38,94,12.09,442,2
2019,140,1350,1121,5,2,0,4576,1819,1382,0,0,215,1,4.51,95,12.5,309,1
2010,133,2180,1236,5,9,0,4697,1764,1439,0,1,288,0,5.26,106,11.84,352,1
2018,83,1926,1239,4,6,1,4205,1781,1469,0,1,213,1,3.78,75,12.47,476,0
2016,129,2352,1398,3,2,0,4278,1769,1369,0,1,151,1,4.9,121,12.55,402,1
2013,104,2495,1456,5,4,0,4578,1732,1292,0,1,233,1,5.12,111,12.18,332,0
2019,146,1628,1434,5,2,0,4772,1789,1375,0,1,184,1,5.13,116,11.92,362,1
2022,215,1075,1248,2,5,0,4163,1858,1487,0,1,212,1,3.5,87,11.2,469,3
2024,165,1998,1415,4,8,1,4038,1733,1325,2,1,245,1,4.28,93,11.61,258,3
2020,127,2688,1069,4,9,0,4823,1750,1519,0,0,260,1,4.7,105,11.81,371,2
2006,75,2143,850,4,3,0,4735,1810,1403,1,0,253,1,3.84,75,11.34,484,0
2011,83,1915,1397,5,7,0,4806,1721,1458,0,0,272,1,3.8,92,12.68,478,0
2015,73,3001,997,2,3,0,4207,1849,1389,0,0,122,1,5.25,124,12.5,278,0
2006,169,1280,1173,4,4,1,4432,1837,1492,1,1,283,0,3.96,75,11.81,367,1
2013,109,2251,1108,4,7,1,4556,1600,1452,0,0,165,1,3.68,75,11.76,410,0
2007,143,1515,1567,4,5,0,4618,1729,1476,0,1,220,1,5.18,117,12.52,403,1
2016,115,1825,1107,2,4,0,4455,1695,1299,0,0,190,1,4.04,87,11.93,353,0
2008,144,1845,1478,4,9,0,4475,1846,1503,2,1,146,0,5.17,128,12.11,326,2
2010,196,2557,1286,3,2,0,4783,1855,1319,2,0,267,1,4.46,86,10.58,358,3
2011,113,1332,1099,2,8,0,4364,1686,1422,0,0,154,1,3.5,76,12.04,387,0
2024,126,1532,1014,4,2,1,4331,1727,1487,0,0,181,1,3.5,77,11.77,376,1
2013,108,1004,1523,4,5,1,4365,1774,1433,0,0,301,1,4.18,90,12.66,526,0
2016,175,2044,1504,4,5,0,4342,1752,1486,0,1,100,1,4.85,94,11.86,408,3
2023,99,1571,1601,4,6,0,4528,1838,1460,1,1,114,1,4.79,92,12.61,447,2
2005,95,2011,1865,5,4,0,4429,1858,1454,1,1,271,0,6.73,141,13.39,433,0
2010,84,1263,1474,3,5,0,4363,1827,1386,0,0,190,1,4.88,127,12.6,347,0
2013,84,1620,1477,5,4,0,4901,1867,1524,2,1,261,1,5.9,120,13.1,465,1
2022,159,2319,1375,4,3,0,4577,1855,1533,0,1,213,1,5.37,113,12.23,330,3
2019,243,1713,1432,3,5,0,4392,1775,1407,2,0,185,1,5.03,119,10.77,471,3
2018,100,2113,1318,4,9,0,4855,1747,1379,0,0,256,1,4.19,95,12.39,444,1
2012,178,2064,1182,4,3,1,4331,1723,1463,0,1,172,1,4.52,106,10.76,329,2
2022,150,1623,1903,4,3,0,4489,1845,1390,1,1,181,1,5.08,104,13.1,454,3
2008,96,1020,939,4,9,1,4463,1851,1458,0,0,228,1,3.5,75,11.99,339,0
2013,129,2293,1468,2,3,0,4324,1861,1509,0,0,149,1,6.01,141,11.91,450,0
2012,131,1885,1515,3,3,0,4379,1755,1498,1,1,129,1,5.39,116,11.75,285,1
2005,112,2292,1442,4,2,0,4514,1750,1560,1,1,116,0,5.21,114,12.86,399,0
2006,217,800,1163,2,4,1,4076,1802,1482,0,1,270,0,3.5,75,11.37,491,2
2020,64,973,1356,5,9,1,4377,1880,1368,1,0,329,1,3.5,75,13.03,326,0
2023,155,800,1288,4,8,0,4562,1809,1382,1,0,285,1,3.92,80,11.32,203,3
2009,153,1362,1134,2,9,0,4569,1799,1488,0,0,176,1,3.5,75,11.47,309,1
2006,117,2321,1391,5,3,0,4575,1716,1592,1,1,184,1,5.62,115,11.59,425,1
2007,146,2083,1301,4,7,0,5163,1816,1420,1,0,155,0,3.73,79,11.68,383,1
2006,175,1783,1264,5,8,1,4681,1823,1378,0,0,214,1,3.9,79,10.93,237,1
2020,146,1866,1573,5,6,0,4448,1706,1553,0,1,276,1,5.1,122,12.89,328,2
2005,157,2180,1137,5,3,1,4455,1919,1438,0,1,210,1,4.33,104,11.04,334,1
2018,168,1649,1511,5,6,0,4489,1709,1500,0,0,213,1,4.34,92,12.62,195,2
2020,60,1998,1248,2,2,1,4615,1854,1529,1,0,100,1,3.5,83,13.54,340,0
2009,199,1870,1508,2,4,0,4404,1765,1373,1,1,233,1,4.31,98,12.46,359,3
2009,231,800,1418,4,6,1,4922,1794,1420,0,0,143,0,3.5,75,11.26,342,2
2010,179,1608,1461,4,9,0,4173,1719,1405,0,1,200,1,5.04,113,11.53,325,2
2020,181,2479,1155,4,2,1,4671,1737,1487,2,0,236,1,3.68,75,10.82,496,3
2023,84,1602,1206,4,6,1,4634,1836,1497,0,0,222,1,3.5,80,12.59,251,0
2020,135,1728,1186,5,3,0,4162,1766,1410,0,1,259,1,3.84,80,11.95,318,2
2010,108,1497,1443,5,8,0,4670,1754,1489,0,1,306,1,5.07,127,12.38,481,0
2019,117,1558,1586,5,8,0,4649,1851,1312,0,1,100,1,5.16,127,12.72,391,1
2019,179,2362,1669,4,7,1,4306,1837,1474,0,0,122,1,4.27,85,11.66,247,3
2013,108,1666,1274,5,9,1,5152,1794,1473,0,1,314,0,3.5,75,12.46,428,0
2007,135,1289,1420,2,7,0,4693,1799,1447,0,0,244,1,4.15,100,11.99,180,0
2011,64,800,995,2,8,0,4395,1917,1337,0,1,172,1,3.5,75,12.78,328,0
2021,134,1514,850,4,7,0,4353,1768,1439,2,1,199,1,3.5,76,11.43,422,3
2015,144,817,1182,5,2,0,4277,1812,1366,1,0,216,1,3.5,83,11.29,249,2
2007,112,888,1232,4,8,0,4563,1815,1557,0,1,278,1,3.5,76,12.72,439,0
2023,111,2198,1010,3,8,0,4507,1671,1425,1,0,196,1,4.06,95,10.56,380,3
2015,215,2154,954,3,8,0,4086,1629,1431,0,0,215,1,3.95,101,9.55,363,3
2011,92,841,1531,4,5,0,4192,1791,1439,2,1,136,1,4.12,93,12.77,604,1
2005,98,2226,1197,5,7,0,4285,1849,1488,1,1,303,0,5.08,118,12.48,443,0
2016,108,2030,978,4,7,0,4374,1797,1453,0,0,243,1,3.63,75,12.22,386,1
2016,188,1408,1976,5,4,1,4386,1739,1487,0,1,188,1,4.97,79,13.06,221,3
2008,224,2167,1440,5,8,0,4298,1730,1377,0,1,136,1,6.02,134,11.36,230,3
2021,153,987,1317,5,4,0,4672,1845,1530,1,1,215,1,3.5,77,11.84,343,2
2015,111,1198,1565,5,8,0,4760,1758,1410,1,1,269,1,5.66,130,12.13,385,1
2006,123,1080,1207,4,3,1,4510,1654,1504,0,1,354,0,3.5,75,11.75,431,0
2008,183,1244,1792,3,4,0,3862,1835,1465,2,0,331,0,5.43,113,12.62,276,2
2010,104,2239,1012,4,8,0,4444,1800,1528,0,1,194,1,4.45,92,11.95,333,1
2019,198,1133,1070,2,3,1,4649,1811,1441,2,0,191,1,3.5,75,10.32,424,3
2020,197,1224,1361,5,5,0,4466,1863,1336,0,1,158,1,3.76,76,11.39,238,3
2021,143,1324,1204,4,9,0,4567,1885,1360,2,1,244,1,4.56,88,11.48,368,3
2017,166,1898,1746,4,2,0,4518,1825,1430,0,1,171,0,6.12,137,11.78,462,1
2023,170,1630,995,4,6,1,4063,1767,1551,0,1,251,1,3.5,75,10.91,334,3
2011,202,2231,1212,4,6,0,3767,1614,1415,0,0,236,1,4.72,109,10.54,377,2
2016,98,1444,1453,4,4,0,4666,1804,1451,0,0,242,1,5.04,105,12.03,389,0
2017,187,1155,1534,5,8,0,4340,1769,1541,2,1,159,1,4.97,108,11.79,415,3
2012,125,1548,1643,4,7,0,4607,1885,1405,1,0,286,1,5.21,105,12.45,418,1
2014,109,1817,1479,4,9,0,4402,1882,1470,0,1,205,0,5.69,120,12.76,361,0
2019,144,1333,1942,3,5,0,4440,1819,1468,0,1,144,1,5.84,138,13.21,340,1
2022,131,1937,1275,4,9,0,4879,1889,1402,1,0,215,0,4.34,110,11.84,356,2
2023,101,2706,1436,5,5,0,4147,1775,1464,0,1,228,0,5.97,128,12.61,421,0
2010,76,1506,1606,5,8,0,4486,1778,1526,0,0,221,1,4.92,112,12.79,297,0
2019,102,1818,1313,2,8,0,4177,1714,1526,1,1,274,1,3.67,75,12.4,490,2
2020,198,2472,1319,5,3,1,4509,1757,1422,0,0,290,0,4.21,76,11.05,180,3
2023,219,1471,1276,5,9,0,4624,1798,1666,2,0,354,1,4.31,90,11.1,432,3
2017,166,1371,1231,2,6,0,4674,1864,1473,0,0,212,1,3.67,79,11.28,534,2
2009,187,1247,1110,3,3,0,4531,1723,1426,1,0,291,1,4.01,86,10.49,387,3
2019,119,1993,1253,5,7,0,4095,1844,1393,1,0,100,0,5.05,103,12.19,427,1
2008,137,2050,1005,3,4,0,4558,1965,1373,0,0,331,1,3.91,87,11.14,414,0
2012,151,1718,1485,5,7,1,4743,1675,1508,1,0,216,1,4.28,98,12.28,632,1
2014,97,1813,994,4,2,1,4772,1761,1230,2,0,294,1,3.5,75,12.48,467,1
2019,100,2429,1905,5,4,0,5099,1783,1435,1,1,204,1,7.16,163,13.97,526,1
2008,144,2225,1814,4,4,0,4649,1860,1344,0,1,251,0,6.94,160,12.43,331,0
2018,127,1090,1665,3,2,0,4198,1938,1434,0,1,256,1,4.9,117,12.48,382,1
2007,97,1785,1337,4,9,0,4340,1878,1444,0,0,181,0,5.54,129,12.51,336,0
2012,155,1842,1243,4,9,1,4513,1778,1349,2,0,184,1,3.87,88,10.75,347,3
2007,129,2149,1694,2,5,0,4787,1714,1373,2,1,100,0,6.43,142,12.69,325,1
2005,181,1677,1434,5,8,1,4163,1777,1542,0,0,252,1,3.93,75,11.57,385,2
2011,140,1465,1529,5,2,0,4749,1778,1405,1,1,209,1,5.03,100,12.22,302,2
2024,128,1558,1210,5,8,0,4674,1800,1446,0,0,205,0,4.41,93,11.33,456,1
2016,145,898,1655,4,2,0,4241,1711,1423,1,1,292,1,5.0,100,12.59,384,2
2019,133,1774,1190,4,5,0,4662,1901,1509,0,0,239,1,4.1,84,11.42,445,1
2009,113,1488,1415,3,6,1,4271,1724,1539,2,0,232,1,3.88,79,12.05,313,2
2009,124,2019,958,5,3,1,4487,1835,1516,2,0,104,0,3.5,75,11.42,419,2
2023,170,1272,1225,5,6,0,4402,1798,1488,1,0,228,1,3.5,75,10.93,602,3
2019,166,1567,1513,4,8,1,4556,1695,1489,0,1,201,1,4.52,97,11.97,465,2
2014,191,1295,1276,4,9,1,4152,1786,1358,0,0,277,1,3.5,85,11.54,429,2
2010,72,1251,1277,5,7,0,4638,1783,1545,2,0,188,1,4.1,82,12.82,464,0
2022,124,2134,1584,4,3,0,3870,1766,1405,0,1,145,1,6.13,128,12.73,484,2
2014,123,1551,1370,3,7,0,4373,1845,1380,1,1,204,1,4.3,85,12.22,503,2
2006,147,2005,1697,5,5,0,4327,1744,1419,2,0,329,0,5.95,144,12.52,331,2
2022,122,1223,850,2,2,1,4937,1982,1387,1,0,166,1,3.5,79,11.12,357,2
2013,119,1831,1529,4,9,1,4641,1870,1478,0,1,296,1,4.81,89,12.15,413,0
2013,171,937,1514,4,2,0,4350,1709,1501,1,0,208,1,3.57,82,11.45,516,2
2012,147,1542,1003,2,8,0,4234,1600,1543,2,0,100,1,3.5,75,11.47,460,2
2010,93,1530,1064,4,8,0,4498,1880,1440,1,0,256,1,3.5,79,11.42,344,0
2017,193,2072,1606,5,4,0,4309,1801,1402,1,0,360,1,5.4,119,12.34,433,3
2011,180,1870,1122,4,9,1,5125,1787,1426,2,0,246,1,3.5,75,11.15,445,3
2015,117,1692,1229,4,4,0,3698,1704,1359,0,1,154,1,3.5,75,12.08,330,1
2006,173,2198,1536,2,4,0,4507,1667,1392,1,1,205,0,5.54,124,11.85,326,2
2021,111,1875,1304,4,7,0,3789,1634,1597,0,0,165,1,5.34,119,12.12,204,1
2009,185,2048,1506,3,8,0,4784,1983,1389,2,0,391,1,5.47,134,11.9,259,3
2017,131,2162,1171,4,3,0,4260,1907,1412,0,0,252,1,4.2,93,11.75,290,1
2010,108,1746,1461,4,3,0,4945,1737,1494,0,1,100,0,5.58,122,13.21,543,0
2008,125,1632,1656,4,3,0,4333,1929,1466,1,0,268,1,4.95,102,12.8,397,1
2008,109,1942,1468,4,6,0,4797,1634,1504,1,0,246,1,5.27,121,12.17,482,0
2019,148,1570,850,5,4,0,4546,1836,1382,1,0,157,1,3.5,82,10.95,406,2
2006,147,1972,1549,4,4,0,4825,1836,1367,0,0,182,1,5.72,134,12.43,373,0
2020,141,2331,1401,5,7,0,4495,1713,1546,0,1,214,1,5.38,128,12.12,525,2
2014,118,2205,1161,4,6,0,3642,1745,1396,1,0,322,1,4.43,96,11.34,354,1
2014,60,1587,1734,3,5,0,4282,1698,1440,0,1,187,1,5.82,112,13.49,451,0
2009,144,1136,953,4,3,0,4045,1784,1463,0,1,173,1,3.5,78,11.45,399,1
2012,64,1750,1853,5,6,0,4758,1885,1308,2,1,276,1,6.14,152,13.63,328,1
2019,150,1715,1229,4,5,1,4642,1859,1432,0,0,180,1,3.5,81,12.17,342,2
2022,185,2329,1779,5,6,1,4490,1814,1398,0,0,155,1,5.61,110,12.44,437,2
2023,151,1586,1376,4,5,0,4618,1869,1486,0,0,210,1,3.5,91,11.02,352,2
2017,124,1673,1055,4,9,1,4545,1639,1424,1,1,268,1,3.5,82,11.24,495,2
2010,133,2144,1410,3,6,0,4326,1941,1278,1,0,227,1,6.26,148,12.05,347,1
2006,135,1538,1469,3,8,1,5045,1777,1506,0,1,196,1,4.65,89,11.86,452,0
2016,118,1697,1521,4,3,1,4557,1676,1255,1,1,305,1,4.38,97,12.62,385,1
2016,117,2632,1651,4,7,1,4434,1750,1416,0,1,302,1,5.4,122,13.31,371,1
2015,103,2520,1163,4,6,1,4071,1729,1395,0,1,122,1,4.22,105,12.39,415,1
2015,188,2091,1509,5,9,1,4312,1788,1401,0,0,149,1,5.62,113,11.13,350,2
2006,139,1911,1570,2,3,1,4492,1805,1446,0,0,163,1,5.66,116,12.57,323,0
2012,178,1293,1319,5,2,1,4438,1600,1518,1,0,205,1,3.5,81,11.7,323,3
2007,130,2055,1153,3,9,0,4353,1880,1381,2,1,229,1,5.34,130,11.51,398,2
2022,143,1805,1148,5,9,1,4474,1917,1401,2,0,214,0,3.5,79,11.63,399,3
2022,133,1887,1573,2,3,0,4169,1698,1503,1,0,223,1,4.91,103,12.1,481,2
2021,159,1518,1585,5,6,0,4491,1897,1485,0,0,246,1,4.86,101,11.53,414,2
2014,173,1770,1180,4,2,0,4048,1880,1501,0,0,141,1,4.49,101,11.56,450,1
2021,150,1684,1053,4,4,0,4244,1861,1472,0,0,100,1,3.5,80,11.56,460,1
2021,113,1934,1695,2,4,0,4278,1910,1429,0,1,236,1,6.17,147,12.71,365,1
2011,109,2489,1000,4,7,1,4736,1670,1410,1,1,294,1,3.8,75,10.69,483,1
2006,206,1957,1426,4,6,0,4628,1838,1411,0,1,230,1,6.12,116,11.83,335,3
2021,129,949,1186,5,2,1,4510,1700,1515,0,0,194,1,3.5,80,11.38,216,1
2016,128,1292,949,5,5,0,4161,1969,1559,1,0,252,0,3.5,77,11.31,180,2
2013,199,986,1417,2,8,0,4375,1703,1596,0,1,199,1,4.46,97,10.96,362,2
2022,184,1380,1339,4,7,1,4717,1683,1369,0,0,140,1,3.99,91,11.47,482,2
2024,161,2055,1744,2,3,1,4846,1870,1429,0,0,196,1,4.02,75,12.78,349,3
2022,124,1976,1952,3,2,0,4069,1830,1447,0,0,265,1,6.34,139,13.27,180,0
2005,234,1477,1339,4,7,0,4366,1783,1435,2,0,238,1,3.65,78,10.99,502,3
2005,156,1909,1641,4,5,0,4520,1791,1362,0,1,260,1,6.19,142,12.58,502,1
2014,162,1398,1646,5,2,0,4589,1829,1611,0,0,189,1,4.93,108,12.53,311,1
2015,133,1067,1256,5,6,1,4491,1918,1561,2,0,252,1,3.5,78,11.49,419,3
2009,83,1074,1170,3,2,1,4680,1724,1435,1,0,305,0,3.5,75,11.91,507,0
2012,87,1347,1787,4,9,0,4077,1736,1413,0,0,199,1,6.07,129,12.54,308,0
2016,156,2485,1295,5,6,1,4933,1734,1446,1,1,189,1,4.28,83,11.58,325,3
2020,156,1107,1380,5,9,0,4163,1774,1356,0,0,293,1,4.24,102,11.56,399,1
2020,130,2396,1314,4,4,0,4506,1781,1421,0,1,225,1,6.57,161,11.65,454,1
2006,93,2438,1353,4,6,1,4639,1678,1505,1,0,149,1,4.57,96,12.79,378,0
2012,82,1685,1236,4,4,0,4822,1804,1572,2,1,194,1,4.61,108,12.42,425,1
2010,127,1751,1572,4,4,0,4748,1679,1514,2,0,298,1,5.22,113,13.61,416,2
2010,82,1469,1698,4,9,1,4739,1755,1545,2,1,241,1,5.17,102,13.69,426,2
2021,176,1763,1293,5,2,0,4855,1760,1368,2,1,331,1,3.91,97,11.19,424,3
2013,186,2104,1043,4,4,0,4447,1761,1203,0,0,258,0,4.44,97,10.64,295,2
2014,253,1780,1399,4,7,0,4704,1898,1551,0,1,235,1,4.12,102,11.1,215,3
2024,175,2272,1016,4,7,0,4930,1911,1461,0,0,283,1,3.99,107,11.16,347,3
2014,116,2367,1227,5,6,0,4275,1866,1441,1,1,183,1,6.17,122,12.71,305,2
2020,105,1946,1692,4,4,0,4091,1907,1573,0,1,284,1,5.15,119,12.99,187,1
2024,60,1938,1963,4,5,1,4204,1757,1374,0,0,214,0,5.31,108,14.4,496,0
2024,116,1744,1480,5,6,0,4895,1893,1375,0,1,204,0,5.22,119,12.59,323,2
2011,133,1947,1121,4,7,0,4846,1776,1391,1,1,243,1,3.73,75,12.07,468,2
2013,179,1218,1580,5,8,0,4389,1798,1569,1,1,192,1,3.71,86,12.01,307,3
2005,164,1977,850,4,5,0,4562,1802,1519,0,1,152,1,3.5,75,10.76,407,1
2019,164,1877,1213,2,4,0,4627,1673,1312,0,1,166,1,4.34,98,11.64,407,2
2012,149,1344,1765,4,8,0,4792,1731,1572,2,1,251,0,6.12,140,12.53,416,3
2005,166,2848,1571,3,3,0,3954,1767,1448,0,0,238,1,6.76,160,11.95,352,1
2008,198,1289,1043,4,4,0,4333,1809,1479,0,0,225,1,3.51,78,10.66,352,2
2008,97,1341,972,4,9,0,4418,1770,1389,1,1,263,1,3.85,87,11.1,371,0
2006,122,1913,1599,4,4,0,4584,1712,1589,1,0,166,0,5.81,125,12.32,630,0
2006,84,807,1374,5,6,1,4514,1688,1480,0,0,195,1,3.91,75,12.35,501,0
2016,205,1379,1238,5,9,0,4402,1781,1547,0,1,317,1,4.65,97,11.47,310,3
2009,192,1013,1489,5,6,0,4576,1686,1372,0,1,163,0,4.35,92,11.78,364,1
2024,170,1291,1243,5,6,1,3758,1686,1500,1,0,297,1,3.5,75,11.24,257,3
2016,92,1707,908,5,5,0,5200,1772,1454,0,0,204,1,3.6,81,11.21,544,0
2016,147,1933,1587,5,9,0,4728,1794,1430,0,1,251,1,5.45,123,12.63,458,2
2015,131,2324,1225,3,9,1,4747,1714,1385,0,1,234,1,4.04,93,11.8,366,2
2017,143,2176,1136,5,2,0,4305,1638,1394,1,0,205,0,4.91,127,11.74,272,2
2020,132,2365,1054,3,9,0,4612,1803,1358,2,0,227,1,3.61,75,11.21,291,3
2011,161,2067,1448,4,9,0,5082,1845,1397,2,0,277,1,4.59,103,11.74,354,3
2017,124,1540,1186,5,8,0,5014,1747,1445,2,1,178,1,4.47,102,12.17,347,3
2016,174,2330,1541,3,2,0,4515,1750,1491,2,1,163,0,6.74,146,12.22,348,3
2018,150,1529,1319,5,5,0,4139,1600,1329,2,0,272,1,4.38,102,11.01,350,3
2020,128,1467,1655,5,7,1,4541,1852,1368,1,0,196,1,4.85,82,12.65,272,2
2020,136,2536,1290,2,7,0,4408,1692,1401,1,0,210,1,4.29,100,11.72,394,3
2016,122,2166,1223,4,6,0,4738,1838,1323,0,0,209,1,3.99,86,11.03,377,1
2006,173,1882,896,5,4,0,4128,1733,1425,2,0,195,1,3.5,75,10.02,428,3
2021,129,2148,1113,4,2,0,4440,1769,1427,0,0,112,1,3.97,86,11.85,256,1
2024,152,2211,1565,4,6,0,4572,1765,1432,0,1,214,1,5.56,144,12.49,447,2
2016,124,1092,2146,4,4,0,4361,1636,1478,1,0,192,1,6.11,134,13.41,469,0
2013,81,1726,1075,4,8,0,4797,2000,1519,0,0,139,1,3.82,100,12.35,419,0
2008,176,1184,1128,4,5,0,4169,1655,1508,0,1,186,1,3.53,93,10.49,297,1
2014,98,1834,1470,4,2,1,4141,1789,1468,0,0,234,1,4.62,99,13.11,297,0
2016,167,1437,1505,5,6,0,4394,1715,1492,2,0,324,1,5.3,114,11.57,366,3
2020,157,2451,1218,2,8,1,4733,1761,1387,0,1,188,0,4.44,99,12.2,411,2
2014,74,2031,1406,4,5,0,4408,1890,1375,1,0,300,0,5.82,145,12.56,421,0
2008,102,1367,986,2,6,0,4325,1631,1496,0,0,193,1,3.5,90,11.34,379,0
2008,119,1763,1312,2,2,1,4726,1769,1490,1,1,248,1,3.72,81,12.36,234,1
2015,107,1167,1610,4,2,0,4559,1819,1614,0,1,205,1,3.9,80,12.88,354,1
2017,93,1793,1793,5,9,0,4344,1790,1430,0,1,265,1,5.12,128,13.93,371,0
2022,170,2046,1345,4,2,0,4530,1812,1372,1,0,229,1,5.11,95,11.77,329,3
2021,130,1904,1322,4,4,1,4426,1720,1469,0,1,197,1,3.97,82,11.99,412,2
2016,155,808,1499,4,4,0,4670,1649,1413,0,0,128,1,4.13,92,11.86,479,1
2007,123,1605,1662,5,7,1,4536,1675,1379,0,1,279,1,4.71,103,12.9,271,1
2021,152,2026,1507,3,9,1,4266,1747,1551,0,0,131,1,3.79,75,12.68,419,3
2015,110,1925,1200,4,9,1,4358,1839,1594,2,1,184,0,3.5,75,12.12,302,3
2021,139,2351,1475,4,6,0,4376,1786,1475,0,1,326,1,5.14,123,12.74,292,2
2019,163,1130,1627,4,9,0,4601,1908,1397,1,1,235,1,4.6,102,12.33,355,2
2011,142,2033,1209,2,9,0,4603,1788,1466,2,1,225,1,3.5,75,11.43,548,2
2013,122,1447,1054,4,3,1,4256,1795,1443,0,1,228,0,3.5,79,11.04,425,0
2013,97,1869,1513,4,6,1,4440,1796,1341,1,1,235,1,4.16,89,13.0,356,1
2010,147,1974,1477,2,9,0,4583,1641,1511,0,1,200,1,5.6,113,12.43,483,1
2020,154,2115,1627,5,2,0,4810,1826,1473,0,0,241,0,6.33,131,12.3,392,1
2012,130,1483,1409,4,6,0,4567,1691,1543,1,0,211,1,5.38,139,12.57,420,1
2018,109,1864,1226,2,9,0,5055,1750,1405,1,1,201,1,4.13,90,12.48,294,2
2015,162,1188,1278,4,7,0,4502,1967,1446,1,0,248,1,4.34,101,12.14,288,2
2013,239,1067,1131,4,5,0,4706,1681,1438,0,0,258,1,3.81,81,10.44,246,3
2018,128,2049,1151,4,3,0,4401,1789,1316,2,1,241,0,4.27,93,11.45,456,3
2008,153,1744,1247,4,6,0,4209,1803,1638,0,1,277,0,4.69,103,12.16,246,0
2016,155,962,1267,3,3,0,4525,1790,1288,1,1,332,1,3.5,75,11.3,502,3
2007,60,1346,1664,4,8,1,4633,1780,1360,0,1,323,1,4.74,106,13.6,254,0
2007,145,1781,1082,4,6,0,4588,1735,1420,0,1,227,1,3.77,91,10.95,376,1
